Event,Site,Date,White,Black,Result,UTCDate,UTCTime,WhiteElo,BlackElo,WhiteRatingDiff,BlackRatingDiff,Variant,TimeControl,ECO,Termination,Moves,WhiteFirstMove,BlackFirstMove,MyResult,MyFirstMove,MyElo,MyOpponentsElo
Rated Bullet game,https://lichess.org/yGZYcUYO,2020.12.31,fellipedsg,OzymandiasS,0-1,2020/12/31,17:13:59,1686,1766,-4,+5,Standard,60+0,A00,Normal,1. g4 d6 2. Bg2 e6 3. c3 Nf6 4. Qb3 Be7 5. Bxb7 Bxb7 6. Qxb7 Nbd7 7. Qg2 O-O 8. g5 Nd5 9. h4 c5 10. e4 Nf4 11. Qf3 e5 12. d3 a5 13. Bxf4 exf4 14. Qxf4 Ne5 15. Qe3 Rb8 16. b3 f6 17. Nf3 fxg5 18. hxg5 Nxf3+ 19. Kf1 Bxg5 20. Qe2 d5 21. exd5 Qxd5 22. c4 Nd2+ 23. Nxd2 Qxh1# 0-1,g4,d6,Win,d6,1766,1686
Rated Bullet game,https://lichess.org/gT8CqhBJ,2020.12.31,OzymandiasS,Mantzavinos,1-0,2020/12/31,15:56:22,1761,1771,+5,-6,Standard,60+0,A04,Normal,1. e4 d6 2. Nf3 Bg4 3. d4 Bxf3 4. Qxf3 Nc6 5. Bc4 Nxd4 6. Qxf7+ Kd7 7. Na3 Nh6 8. Qh5 Qe8 9. Qh3+ e6 10. Bxh6 gxh6 11. c3 Nc6 12. O-O Bg7 13. f4 Rf8 14. e5 d5 15. Bb5 Rd8 16. c4 Kc8 17. cxd5 Rxd5 18. Rad1 Qd7 19. Rxd5 Qxd5 20. Bc4 Qd4+ 21. Kh1 Rxf4 22. Qxe6+ Kb8 23. Rxf4 Qxf4 24. Qe8+ Nd8 25. Qxd8# 1-0,e4,d6,Win,e4,1761,1771
Rated Bullet game,https://lichess.org/fRk53UnY,2020.12.31,usualsuspect1,OzymandiasS,0-1,2020/12/31,15:53:42,1684,1756,-5,+5,Standard,60+0,B00,Time forfeit,1. e4 d6 2. Bc4 e5 3. d3 g6 4. Bb3 Nf6 5. Nc3 Bg7 6. f4 O-O 7. Nf3 exf4 8. Bxf4 Nc6 9. O-O Be6 10. Qd2 Bxb3 11. axb3 Nd7 12. h4 Nde5 13. h5 Nxf3+ 14. Rxf3 Ne5 15. hxg6 Nxf3+ 16. gxf3 fxg6 17. Kf2 Qh4+ 18. Bg3 Qh3 19. Rg1 Bh6 20. Qe2 Rf7 21. Rg2 Raf8 22. Rh2 Qe6 23. Rxh6 Rxf3+ 24. Qxf3 Rxf3+ 25. Kxf3 Qf6+ 26. Ke3 Qg5+ 27. Bf4 Qg1+ 28. Ke2 Qg2+ 29. Ke3 Qxc2 30. Nd5 Qc1+ 31. Ke2 Qxb2+ 32. Ke3 Qc1+ 33. Ke2 Qc2+ 34. Ke3 Qg2 35. Nf6+ Kg7 36. Rh2 Qg1+ 0-1,e4,d6,Win,d6,1756,1684
Rated Bullet game,https://lichess.org/e2YDyfQV,2020.12.31,killerstapler420,OzymandiasS,0-1,2020/12/31,15:51:31,1723,1751,-5,+5,Standard,60+0,D00,Time forfeit,1. d4 d5 2. Qd3 Nf6 3. Qxh7 e6 4. Qxh8 Nbd7 5. Bh6 b6 6. Bxg7 Bb7 7. Bxf8 Nxf8 8. Nf3 Qd6 9. Ne5 O-O-O 10. Qxf6 Qb4+ 11. c3 Qxb2 12. Nxf7 Re8 13. Ne5 Qxa1 14. f3 Qxb1+ 15. Kf2 Qxa2 16. Qf7 Kd8 17. g3 Qc4 18. Bh3 Qxc3 19. Bxe6 Rxe6 20. Qxf8+ Re8 21. Nf7+ Kd7 22. Ne5+ Rxe5 23. Qf4 Re7 24. Qf5+ Ke8 25. Qh7 Qxd4+ 0-1,d4,d5,Win,d5,1751,1723
Rated Bullet game,https://lichess.org/OOE756s2,2020.12.31,OzymandiasS,KonyiFerz,1-0,2020/12/31,15:48:51,1745,1722,+6,-5,Standard,60+0,B10,Time forfeit,1. e4 c6 2. Nf3 d5 3. exd5 cxd5 4. d4 Bg4 5. c4 e6 6. Be2 Nf6 7. O-O h6 8. Nc3 Be7 9. Be3 a6 10. Qa4+ Nbd7 11. cxd5 exd5 12. Ne5 Bxe2 13. Nxe2 O-O 14. Nxd7 Nxd7 15. Rac1 Nb6 16. Qc2 Rc8 17. Qf5 Rxc1 18. Rxc1 Bf6 19. Nf4 Qd6 20. Rc5 Rd8 21. Bd2 Be7 22. Ba5 Qf6 23. Qxf6 Bxf6 24. Bxb6 Bxd4 25. Bxd8 Bxc5 26. Nxd5 Kh7 27. g3 Kg6 28. Nc3 f5 29. Kf1 a5 30. Bxa5 Bd6 31. Bb6 Be5 32. a4 Bf6 33. a5 Be5 34. Ke2 Bd6 35. Nd5 Kg5 36. b4 Bxb4 37. Nxb4 Kg4 38. Nd5 f4 39. gxf4 g5 40. Ke3 gxf4+ 41. Nxf4 h5 42. Nxh5 Kxh5 43. a6 Kg6 44. a7 Kf6 45. a8=Q Ke6 46. Qxb7 Ke5 47. h4 Kf6 48. h5 Kg5 49. h6 Kxh6 50. f4 Kg6 51. Ke4 Kf6 52. f5 1-0,e4,c6,Win,e4,1745,1722
Rated Bullet game,https://lichess.org/biHWFJQF,2020.12.31,ggrs,OzymandiasS,0-1,2020/12/31,11:58:11,1724,1740,-5,+5,Standard,60+0,A41,Time forfeit,1. d4 d6 2. Nf3 e6 3. e4 g6 4. Nc3 Bg7 5. Be3 Ne7 6. Bd3 O-O 7. O-O b6 8. h3 Bb7 9. Re1 Nd7 10. Qd2 Rc8 11. Bh6 c5 12. Bxg7 Kxg7 13. dxc5 Nxc5 14. Be2 Nxe4 15. Nxe4 Bxe4 16. Bd3 Bxd3 17. Qxd3 d5 18. Nd4 Nc6 19. Nxc6 Rxc6 20. Qd4+ Kg8 21. Rac1 Qd7 22. a3 Rfc8 23. Qf6 Rxc2 24. Rcd1 Rxb2 25. Rd4 Rcc2 26. Rh4 Rxf2 27. Qxf2 Rxf2 28. Kxf2 Qb5 29. Rb4 Qc5+ 30. Kf1 Qc3 31. Ra4 Qb3 32. Rxa7 Qb5+ 33. Kg1 Qc5+ 34. Kf1 b5 35. Ra8+ Kg7 36. Rb1 Qc4+ 37. Kg1 Qd4+ 38. Kh2 Qe5+ 39. Kh1 Qd4 40. Rb8 b4 41. R8xb4 Qc3 42. R4b3 Qc5 0-1,d4,d6,Win,d6,1740,1724
Rated Bullet game,https://lichess.org/twgboXSd,2020.12.31,OzymandiasS,s0923064,0-1,2020/12/31,11:55:48,1747,1676,-7,+7,Standard,60+0,C53,Time forfeit,1. e4 e5 2. Nf3 Nc6 3. Bc4 Bc5 4. c3 h6 5. d4 exd4 6. cxd4 Be7 7. Nc3 Nf6 8. O-O O-O 9. Be3 d6 10. Qc2 Nd7 11. d5 Ncb8 12. Rad1 c6 13. dxc6 Nxc6 14. Nd5 Nce5 15. Nxe7+ Qxe7 16. Nxe5 dxe5 17. a3 Nf6 18. Bc5 Qe8 19. Bxf8 Kxf8 20. Qb3 Kg8 21. f3 Nd7 22. Rd2 Nb6 23. Be2 Be6 24. Qb4 Rc8 25. Rfd1 Kh7 26. Qc5 Nd7 27. Qxa7 Rb8 28. Qa4 Qe7 29. Rxd7 Bxd7 30. Rxd7 Qf6 31. Bc4 Qf5 32. Rxf7 Qg5 33. Qd7 Qc1+ 34. Kf2 Qc2+ 35. Kg3 Qxb2 36. Be6 Rg8 37. Bf5+ Kh8 38. Rxg7 Rxg7+ 39. Kh4 Qxg2 40. Qe8+ Rg8 0-1,e4,e5,Loss,e4,1747,1676
Rated Bullet game,https://lichess.org/qCxcitmU,2020.12.31,OzymandiasS,hintoch,1-0,2020/12/31,11:53:38,1741,1732,+6,-6,Standard,60+0,B32,Time forfeit,1. e4 c5 2. Nf3 Nc6 3. d4 cxd4 4. Nxd4 d6 5. Nc3 a6 6. Be3 Nf6 7. f3 g6 8. Bc4 Bg7 9. Qd2 Nxd4 10. Bxd4 O-O 11. h4 h5 12. O-O-O b5 13. Bb3 Bd7 14. Rdg1 Qc8 15. g4 hxg4 16. fxg4 Bxg4 17. Bxf6 Bxf6 18. Rxg4 Qxg4 19. Nd5 Bg7 20. Nxe7+ Kh7 21. h5 gxh5 22. Nf5 f6 23. Be6 Qxe4 24. Re1 1-0,e4,c5,Win,e4,1741,1732
Rated Bullet game,https://lichess.org/UyYkPi3H,2020.12.31,hintoch,OzymandiasS,1-0,2020/12/31,11:53:09,1725,1747,+7,-6,Standard,60+0,A41,Normal,1. d4 d6 2. Bg5 e6 3. Bxd8 Kxd8 4. Nf3 Nf6 5. Ng5 Be7 6. Nxf7+ Ke8 7. Nxh8 c5 8. c4 cxd4 9. Qxd4 Nc6 10. Qd1 b6 11. Nc3 Ba6 12. e3 Bxc4 13. Bxc4 1-0,d4,d6,Loss,d6,1747,1725
Rated Bullet game,https://lichess.org/BYCejDih,2020.12.31,egalaber,OzymandiasS,1-0,2020/12/31,11:50:54,1759,1753,+6,-6,Standard,60+0,A10,Time forfeit,1. c4 d6 2. Nc3 e5 3. g3 g6 4. Bg2 Bg7 5. Nf3 Ne7 6. O-O O-O 7. d4 f5 8. dxe5 dxe5 9. Qxd8 Rxd8 10. Bg5 Kf7 11. Rfd1 Rxd1+ 12. Rxd1 Nbc6 13. Nd5 Nxd5 14. cxd5 Nb4 15. a3 Nc2 16. Nd2 h6 17. Be3 Nxe3 18. fxe3 Bd7 19. Rf1 Rd8 20. e4 c6 21. exf5 Bxf5 22. Ne4 Kf8 23. d6 Kg8 24. Nc5 b6 25. Nb7 Rd7 26. Bxc6 Rf7 27. d7 Bxd7 28. Rxf7 Kxf7 29. Bxd7 e4 30. Bh3 Bd4+ 31. Kg2 Bxb2 32. Bd7 Bxa3 33. Na5 1-0,c4,d6,Loss,d6,1753,1759
Rated Bullet game,https://lichess.org/0IMSqK9r,2020.12.31,DLlorLlam,OzymandiasS,0-1,2020/12/31,11:48:19,1733,1747,-6,+6,Standard,60+0,A00,Time forfeit,1. e3 d5 2. b3 e6 3. Bb2 Nf6 4. g3 Be7 5. Bg2 O-O 6. Nf3 b6 7. Nc3 Nbd7 8. Qe2 Bb7 9. O-O-O Rc8 10. Kb1 c5 11. d4 a5 12. dxc5 bxc5 13. Nb5 Ba6 14. c4 dxc4 15. bxc4 Qb6 16. Ng5 h6 17. Ne4 Bxb5 18. Nxf6+ Nxf6 19. cxb5 Rfd8 20. Rxd8+ Rxd8 21. Rd1 Rxd1+ 22. Qxd1 Qxb5 23. Bf1 Qc6 24. Bc4 Qe4+ 25. Bd3 Qd5 26. Qa4 Ne4 27. Bxe4 Qd2 28. Qe8+ Bf8 29. Qb5 Qd1+ 30. Bc1 Qd7 31. Bc6 Qd5 32. Bxd5 exd5 33. Qd3 Kh8 34. Bb2 Be7 35. Qxd5 Bf6 36. Qd8+ Bxd8 37. Bxg7+ Kxg7 38. Kc2 Bf6 39. Kd3 h5 40. Kc4 Be7 41. Kb5 f6 42. a4 c4 43. Kxc4 Bb4 44. f4 Kg6 45. f5+ Kxf5 46. e4+ Kg4 47. h4 Kxg3 48. e5 Kxh4 49. exf6 Bf8 50. f7 Kg5 51. Kb5 Kf6 52. Kxa5 Kxf7 53. Kb5 h4 54. a5 h3 55. a6 Bd6 56. a7 h2 0-1,e3,d5,Win,d5,1747,1733
Rated Bullet game,https://lichess.org/Qq4u10dm,2020.12.31,OzymandiasS,helyum07,0-1,2020/12/31,11:45:55,1753,1757,-6,+6,Standard,60+0,C57,Time forfeit,1. e4 e5 2. Nf3 Nc6 3. Bc4 Nf6 4. Ng5 d5 5. exd5 Nb8 6. O-O h6 7. Nf3 c6 8. dxc6 Nxc6 9. Re1 Bd6 10. d4 Be6 11. dxe5 Bxe5 12. Bxe6 fxe6 13. Nxe5 Qxd1 14. Rxd1 Nxe5 15. Nc3 Ke7 16. Bf4 Nc6 17. Nb5 Rhd8 18. Nc7 Rxd1+ 19. Rxd1 Rd8 20. Rxd8 Kxd8 21. Nxe6+ Ke7 22. Nxg7 Nd5 23. Bc1 Ndb4 24. Nf5+ Kf6 25. Nxh6 Nxc2 26. Ng4+ Kf5 27. Ne3+ Nxe3 28. Bxe3 Ke4 29. Kf1 Nb4 30. Ke2 Nxa2 31. Bxa7 Nb4 32. Be3 b5 33. b3 Nc6 34. f3+ Ke5 35. Kd3 Kf5 36. Bc5 Ne5+ 37. Kc3 Nd7 38. b4 Ke6 39. Bf2 Kd5 40. g4 Nf6 0-1,e4,e5,Loss,e4,1753,1757
Rated Bullet game,https://lichess.org/PH38qgRu,2020.12.31,elciks15,OzymandiasS,1-0,2020/12/31,11:45:41,1731,1759,+21,-6,Standard,60+0,B00,Normal,1. e4 d6 2. Nc3 e5 3. Bc4 Bd7 4. Qf3 g6 5. Qxf7# 1-0,e4,d6,Loss,d6,1759,1731
Rated Bullet game,https://lichess.org/rAjwHkp9,2020.12.31,OzymandiasS,egalaber,1-0,2020/12/31,11:42:35,1753,1760,+6,-6,Standard,60+0,B10,Time forfeit,1. e4 c6 2. d3 d5 3. Nc3 dxe4 4. Nxe4 Bf5 5. Ng3 Bg6 6. Nf3 e6 7. Be2 Nf6 8. O-O Bd6 9. Bd2 O-O 10. Rc1 Nbd7 11. c3 Ne5 12. d4 Nxf3+ 13. Bxf3 Bxg3 14. fxg3 Nd5 15. Bxd5 Qxd5 16. Bf4 Rfd8 17. Qg4 b6 18. Rce1 c5 19. Qf3 Qxf3 20. gxf3 cxd4 21. cxd4 Rxd4 22. Be5 Rd2 23. a3 f6 24. Bc3 Rc2 25. Rc1 Rc8 26. Rxc2 Bxc2 27. Rc1 Bd3 28. Bd2 Rxc1+ 29. Bxc1 b5 30. Kf2 a5 31. f4 a4 32. Bd2 Bc4 33. Ke3 Kf7 34. Kd4 Ke7 35. Bb4+ Kd7 36. Kc5 e5 37. fxe5 fxe5 38. Bc3 Ke6 39. Kc6 e4 40. Bd4 Kf5 41. Be3 g5 42. Kc5 h5 43. Kd4 h4 44. gxh4 gxh4 45. Bg1 h3 46. Be3 Kg4 47. Kxe4 Be2 48. Bf4 Bf3+ 49. Ke3 Bg2 50. Kd4 Kf3 51. Ke5 Kf2 52. Bg3+ Kg1 53. Kd4 Bc6 54. Kc5 Kg2 55. Kxc6 Kf3 56. Kxb5 Ke2 57. Kxa4 Kd3 58. Kb4 Ke4 59. a4 Kd5 60. a5 Kc6 61. a6 1-0,e4,c6,Win,e4,1753,1760
Rated Bullet game,https://lichess.org/clgzq5Qr,2020.12.31,OzymandiasS,infree,1-0,2020/12/31,11:41:27,1747,1731,+6,-6,Standard,60+0,B02,Normal,1. e4 Nf6 2. d3 d5 3. Nc3 dxe4 4. Nxe4 Nxe4 5. dxe4 Qxd1+ 6. Kxd1 Nc6 7. Bb5 Bd7 8. Nf3 O-O-O 9. Ke2 Bg4 10. Be3 e6 11. Rad1 Bb4 12. c3 Ba5 13. Bxc6 bxc6 14. Bxa7 Bb6 15. Bxb6 cxb6 16. h3 Kc7 17. hxg4 h5 18. gxh5 f6 19. g4 1-0,e4,Nf6,Win,e4,1747,1731
Rated Bullet game,https://lichess.org/F7x4U7fp,2020.12.31,infree,OzymandiasS,0-1,2020/12/31,11:39:46,1736,1742,-5,+5,Standard,60+0,B01,Normal,1. e4 d5 2. exd5 Qxd5 3. Nc3 Qa5 4. Be2 c6 5. Nf3 Nf6 6. O-O e6 7. h3 Bd6 8. d4 O-O 9. Bd2 Qc7 10. Bg5 Nbd7 11. Qd2 Re8 12. Bd3 Nd5 13. Bxh7+ Kxh7 14. Ne4 f6 15. Bh4 Bf4 16. Qd3 Kg8 17. g3 Bd6 18. Rad1 e5 19. dxe5 Nxe5 20. Qd4 Nxf3+ 0-1,e4,d5,Win,d5,1742,1736
Rated Bullet game,https://lichess.org/QhriCTX9,2020.12.31,OzymandiasS,aggressive16,0-1,2020/12/31,11:37:45,1747,1778,-5,+5,Standard,60+0,B00,Time forfeit,1. e4 d6 2. Nf3 Nd7 3. d3 Ngf6 4. Nc3 g6 5. Be3 Bg7 6. Qd2 O-O 7. Be2 e5 8. O-O c6 9. Rad1 a5 10. Qc1 Qc7 11. a3 b5 12. Bd2 Bb7 13. Rfe1 Nc5 14. Bf1 Nfd7 15. Ne2 f5 16. exf5 Rxf5 17. c3 Rff8 18. d4 exd4 19. Nexd4 Ne5 20. Nxe5 dxe5 21. Nf3 Ne4 22. Be3 Nf6 23. Bc5 Rfe8 24. Qg5 e4 25. Nd4 Rad8 26. h3 Rd5 27. Qc1 Rxc5 28. b4 axb4 29. axb4 Rd5 30. Nb3 Red8 31. Rxd5 Rxd5 32. Nc5 h5 33. Ne6 Qd6 34. Nxg7 Kxg7 35. f3 exf3 0-1,e4,d6,Loss,e4,1747,1778
Rated Bullet game,https://lichess.org/g7Hu9fc8,2020.12.30,joao_artur_va,OzymandiasS,0-1,2020/12/30,21:04:34,1726,1741,-6,+6,Standard,60+0,D02,Time forfeit,1. d4 d5 2. Nf3 e6 3. g3 Nf6 4. Bg2 Be7 5. O-O O-O 6. Re1 b6 7. c3 Bb7 8. Nbd2 Nbd7 9. e4 c5 10. e5 Ne8 11. Nb3 cxd4 12. cxd4 Rc8 13. Be3 f6 14. Qd3 fxe5 15. Nxe5 Nxe5 16. dxe5 Bc5 17. Nxc5 bxc5 18. Rac1 c4 19. Qc2 Ba6 20. Bd2 Nc7 21. Bc3 Nb5 22. a3 Qg5 23. Qd2 Qxd2 24. Bxd2 d4 25. Rc2 d3 26. Rcc1 Nd4 27. Bc3 Ne2+ 28. Rxe2 dxe2 29. Bf3 Rxf3 30. Kg2 Rff8 31. f4 Bb7+ 32. Kf2 Rfd8 33. Kxe2 Rd3 34. Kf2 Rcd8 35. Re1 Rf3+ 36. Kg1 Rdd3 37. a4 Bd5 38. a5 a6 39. Kg2 Kf7 40. Kg1 h6 41. Re2 Rd1+ 42. Kg2 Re3+ 43. Kf2 Rxe2+ 44. Kxe2 Rb1 45. Kd2 Rh1 46. h4 Rh2+ 47. Ke3 Rh3 48. Kd4 Rxg3 49. Kc5 Rxc3 50. Kb6 g5 51. bxc3 gxf4 52. Kxa6 f3 53. Kb6 f2 54. a6 f1=Q 55. a7 Ba8 0-1,d4,d5,Win,d5,1741,1726
Rated Bullet game,https://lichess.org/RpdgG16r,2020.12.30,OzymandiasS,Cryptomaniak,0-1,2020/12/30,21:02:01,1748,1656,-7,+7,Standard,60+0,C20,Time forfeit,1. e4 e5 2. d3 Nc6 3. Nc3 Bc5 4. Bd2 Nf6 5. Nf3 d6 6. Be2 O-O 7. O-O Nd4 8. a3 Nxf3+ 9. Bxf3 h6 10. Ne2 Nh7 11. h3 f5 12. exf5 Bxf5 13. Bd5+ Kh8 14. b4 Bb6 15. c4 Nf6 16. Be3 Nxd5 17. cxd5 Qe8 18. Bxb6 axb6 19. g4 Qg6 20. Kh2 Bxd3 21. Ng3 Bb5 22. Re1 Bd7 23. Qd2 h5 24. Nxh5 Rf7 25. f4 Raf8 26. f5 Bxf5 27. gxf5 Qxf5 28. Ng3 Qf2+ 29. Qxf2 Rxf2+ 30. Kg1 R8f3 31. Nh5 Rb2 32. Rf1 Rxh3 33. Nxg7 Kxg7 34. Rf2 Rbb3 35. Rg2+ Rbg3 36. Rxg3+ Rxg3+ 37. Kf2 Rc3 38. Rg1+ Kf6 39. Rh1 Kg5 40. Rh7 e4 41. Ke2 Rxa3 42. Rxc7 Rb3 43. Rxb7 Rxb4 44. Rg7+ Kf6 45. Rd7 Rb2+ 46. Ke3 Rb3+ 47. Kxe4 Rb2 48. Kd3 Re2 49. Kc4 Re4+ 50. Kb5 Rb4+ 0-1,e4,e5,Loss,e4,1748,1656
Rated Bullet game,https://lichess.org/pCMh1P6H,2020.12.30,joao_artur_va,OzymandiasS,0-1,2020/12/30,21:01:07,1736,1743,-5,+5,Standard,60+0,A41,Normal,1. d4 d6 2. Nf3 e6 3. g3 g6 4. Bg2 Bg7 5. O-O Ne7 6. c3 O-O 7. Nbd2 b6 8. e4 Bb7 9. e5 Nd7 10. exd6 cxd6 11. Re1 Rc8 12. Nb3 e5 13. dxe5 dxe5 14. Bg5 f6 15. Be3 Nf5 16. Nh4 Nxe3 17. Re2 Nxd1 0-1,d4,d6,Win,d6,1743,1736
Rated Bullet game,https://lichess.org/abZSBFV5,2020.12.30,saglambaver,OzymandiasS,0-1,2020/12/30,20:58:32,1790,1736,-7,+7,Standard,60+0,A41,Time forfeit,1. d4 d6 2. c4 e6 3. Nc3 g6 4. d5 Bg7 5. dxe6 Ne7 6. exf7+ Kxf7 7. e4 Re8 8. Nf3 Kg8 9. Nd5 Bg4 10. Nxe7+ Qxe7 11. Qd5+ Kh8 12. Ng5 Be6 13. Nxe6 Qxe6 14. Qxe6 Rxe6 15. f3 Nc6 16. Be3 Nb4 17. Kd2 a5 18. a3 Nc6 19. Rb1 Rd8 20. g3 Ne5 21. Bh3 Rf6 22. Bg5 Nxf3+ 23. Ke2 Nxg5 24. Bg2 Re6 25. Kd3 c6 26. h4 Nf7 27. Bh3 Re7 28. Rhf1 Ne5+ 29. Kc2 Nxc4 30. b3 Ne3+ 31. Kd2 Nxf1+ 32. Rxf1 Rxe4 33. Rf7 Rd4+ 34. Kc3 Rf4+ 35. Rxg7 Kxg7 36. Be6 Rf3+ 37. Kd4 Rxg3 38. h5 gxh5 39. b4 d5 40. bxa5 Rxa3 41. a6 Ra5 42. axb7 Rb8 43. Bc8 Rb5 44. Ke5 R5xb7 45. Bxb7 Rxb7 46. Kd4 Rb4+ 47. Kc5 Rg4 48. Kxc6 h4 49. Kxd5 h3 50. Ke5 h2 51. Ke6 h1=Q 52. Ke7 h5 53. Ke8 h4 54. Kd7 h3 55. Ke6 h2 56. Ke7 Rg3 57. Ke6 Rg2 58. Kf5 Qg1 59. Kf4 h1=Q 60. Kf3 Rf2+ 61. Ke3 Qe1+ 62. Kd3 Qhf1+ 63. Kd4 Rg2 64. Kd5 Qfe2 0-1,d4,d6,Win,d6,1736,1790
Rated Bullet game,https://lichess.org/Kcf2OxMs,2020.12.30,OzymandiasS,Semper_Fideliz,0-1,2020/12/30,20:55:50,1742,1730,-6,+6,Standard,60+0,B00,Time forfeit,1. e4 Nc6 2. Nf3 d6 3. d3 Bd7 4. Nc3 e5 5. Bd2 Be7 6. Be2 f5 7. O-O f4 8. a3 Nf6 9. Nd5 Nxd5 10. exd5 Nd4 11. c4 Nxf3+ 12. Bxf3 O-O 13. Bc3 Qe8 14. d4 e4 15. Bxe4 Bg5 16. Re1 Qh5 17. Bf3 Qg6 18. Be4 Bf5 19. f3 Qh5 20. Bxf5 Rxf5 21. c5 Raf8 22. cxd6 cxd6 23. Bb4 R5f6 24. Re7 Bh4 25. Rxb7 Rg6 26. Be1 Qg5 27. Qe2 Bxe1 28. Rxe1 Qxd5 29. Rxa7 Qxd4+ 30. Kh1 Qxa7 31. b4 Qxa3 32. Qc4+ Kh8 33. Qe4 Qb3 34. Qe7 Qg8 35. Qxd6 h6 36. Qxg6 Rf6 37. Qc2 Qh7 38. Qf2 Rg6 39. h3 h5 40. Kg1 h4 41. Re8+ Qg8 42. Rxg8+ Kxg8 0-1,e4,Nc6,Loss,e4,1742,1730
Rated Bullet game,https://lichess.org/SyH5aPCq,2020.12.30,OzymandiasS,Rengemec,0-1,2020/12/30,20:53:15,1747,1797,-5,+5,Standard,60+0,B12,Time forfeit,1. e4 c6 2. d4 d5 3. e5 Bf5 4. f4 e6 5. Nf3 h6 6. Bd3 Bxd3 7. Qxd3 c5 8. dxc5 Bxc5 9. Be3 Bxe3 10. Qxe3 Nc6 11. O-O Nge7 12. Nd4 Nxd4 13. Qxd4 Nf5 14. Qa4+ Kf8 15. Nc3 Kg8 16. Ne2 Kh7 17. Nd4 Nxd4 18. Qxd4 Rf8 19. f5 Qd7 20. f6 Rg8 21. Qd3+ Kh8 22. Rf2 g5 23. Rf3 Rg6 24. Raf1 Rag8 25. Rh3 Qc6 26. Kh1 Qb6 27. b3 Qc5 28. Rff3 Qa3 29. Kg1 Qxa2 30. Rh5 Qb1+ 31. Rf1 Qb2 32. Qh3 R8g7 33. Rxh6+ Rxh6 34. Qxh6+ Rh7 35. Qxg5 Qxe5 36. Qxe5 Kg8 37. Qe2 Rh6 38. Qb5 Rg6 39. Qxb7 Kh7 0-1,e4,c6,Loss,e4,1747,1797
Rated Bullet game,https://lichess.org/OUULruEt,2020.12.28,OzymandiasS,TwentyXX,0-1,2020/12/28,17:09:38,1753,1769,-6,+5,Standard,60+0,A00,Normal,1. e3 Nf6 2. d3 c5 3. b3 d5 4. Bb2 Nc6 5. Nd2 Bg4 6. g3 Bxd1 7. Rxd1 e5 8. Bg2 Be7 9. Ne2 O-O 10. O-O Rc8 11. f4 d4 12. fxe5 Nxe5 13. exd4 cxd4 14. Nxd4 Bc5 15. Nf3 Nxf3+ 16. Rxf3 Bxd4+ 17. Bxd4 Qxd4+ 18. Kh1 Rxc2 19. Rf4 Qb2 20. Rg1 Nd5 21. Rff1 Ne3 22. Rf2 0-1,e3,Nf6,Loss,e3,1753,1769
Rated Bullet game,https://lichess.org/LkVhMMWW,2020.12.28,PrabhuD,OzymandiasS,1-0,2020/12/28,17:08:00,1819,1757,+5,-4,Standard,60+0,C41,Normal,1. e4 e5 2. Nf3 d6 3. d4 exd4 4. Nxd4 Nf6 5. Nc3 Be7 6. Bd3 O-O 7. O-O h6 8. f4 Nbd7 9. Qe2 c6 10. e5 dxe5 11. fxe5 Nd5 12. Qe4 g6 13. Nxd5 cxd5 14. Qxd5 Nb6 15. Qf3 Qxd4+ 16. Kh1 Qxe5 17. Bxh6 Re8 18. Qxf7+ Kh8 19. Qxe8+ Kh7 20. Qf7+ Kxh6 21. Qxg6# 1-0,e4,e5,Loss,e5,1757,1819
Rated Bullet game,https://lichess.org/yzlqIn1X,2020.12.28,OzymandiasS,strovjan,1-0,2020/12/28,17:05:36,1751,1780,+6,-6,Standard,60+0,B01,Time forfeit,1. e4 d5 2. exd5 c6 3. Nc3 cxd5 4. Nxd5 Nc6 5. d3 Qxd5 6. Nf3 Bg4 7. Be3 Bxf3 8. Qxf3 Qxf3 9. gxf3 Nf6 10. Bg2 e5 11. O-O Bd6 12. c4 O-O-O 13. a3 b6 14. b4 Nd4 15. Rad1 Nc2 16. Bg5 Nxa3 17. f4 exf4 18. Bh3+ Kc7 19. c5 bxc5 20. bxc5 Bxc5 21. Bxf4+ Kb6 22. Ra1 Nd5 23. Be5 f6 24. Bb2 Nb5 25. Rfb1 Kc6 26. Ra6+ Kc7 27. Bf1 Nbc3 28. Rc1 Bd4 29. Ra4 Be5 30. Bxc3 Nxc3 31. Rc4+ Kd6 32. R4xc3 Bxc3 33. Rxc3 Kd5 34. Ra3 Rc8 35. Ra5+ 1-0,e4,d5,Win,e4,1751,1780
Rated Bullet game,https://lichess.org/gTxQXv5V,2020.12.28,Calaway,OzymandiasS,0-1,2020/12/28,17:03:06,1747,1745,-5,+6,Standard,60+0,C02,Time forfeit,1. e4 d5 2. e5 e6 3. d4 c5 4. c3 Nc6 5. Nf3 Bd7 6. a3 Qc7 7. b4 cxb4 8. axb4 g6 9. Bb5 Bg7 10. O-O Nge7 11. Re1 O-O 12. h4 a6 13. Ba4 b5 14. Bc2 f6 15. exf6 Rxf6 16. h5 Raf8 17. Bg5 R6f7 18. hxg6 hxg6 19. Ne5 Nxe5 20. dxe5 Nf5 21. g4 Ne7 22. Bxe7 Rxe7 23. Bxg6 Qb6 24. Qc2 Bc6 25. Bh7+ Kh8 26. Kg2 d4+ 27. f3 dxc3 28. Rh1 Bxe5 29. Bg6+ Kg7 0-1,e4,d5,Win,d5,1745,1747
